GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
"166034F9-FAE1-EE38-6017-7421B3C7A0E1";"Как обливаться холодной водой";;"P6hK_R5yEKc";"Польза закаливания холодной водой [2018] - Life-reactor";"http://life-reactor.com/oblivanie-xolodnoj-vodoj-polza-i-vred/";"29 ноя 2017 ... Обливание холодной водой несет несомненную пользу, укрепляет иммунитет и оздоравливает тело. Это недорогой способ ...";"Обливание холодной водой: польза или вред для женщин и ...";"http://www.fitnessera.ru/vred-i-polza-ot-oblivanij-xolodnoj-vodoj-po-utram.html";"Чем полезно обливание холодной водой по утрам, что можно улучшить при постоянных обливаниях.";"Обливание холодной водой - Физиотерапия";"http://physiatrics.ru/1000103-oblivanie-xolodnoj-vodoj/";"Холодная вода комплексно воздействует на организм и вызывает изменения во внутренних органах человека. Обливание дает заряд бодрости и сил, ..."
"C6A7A0D3-92D8-DDCF-C351-B49B48213728";"Как варить овес, чтобы сохранить в нем все полезные вещества";;"p04SiRmhWQY";"Как заваривать овес - рецепты - Лечение народными средствами";"https://lechim-prosto.ru/kak-zavarivat-oves.html";"Овес поможет избавиться от многих болезней, в нашей статье вы узнаете, как ... Зерно чрезвычайно богато полезными веществами. В нем содержаться незаменимые аминокислоты – лизин , триптофан , витамины ... Долго держать не стоит, чтобы сохранить все полезные и лечебные свойства овса.";"Как заваривать овес правильно, используя термос: готовим ...";"http://dietstol.ru/kak-zavarivat-oves-pravilno-ispolzuya-termos-gotovim-lekarstvo-iz-ovsa/";"7 июн 2013 ... Как заваривать овес, узнайте как заваривать овес правильно чтобы ... отвар из овса, чтобы по максимуму сохранить все целебные свойства этого ... О полезных свойствах этой культуры можно писать целые трактаты, ... Можете приготовить двойную порцию, но сразу много варить не ...";"полезные свойства овса - Панкреатит";"https://pancr.ru/dieticheskoe-pitanie/oves-poleznye-svojstva.html";"Описаны: полезные и лечебные свойства овса, химический состав овса. Рецепты ... Фитотерапевты используют все части растения: корни, солому, семена и цветы. Полезные свойства овса определяются наличием в нем витаминов. ... Если у Вас лактазная недостаточность, то каша варится на воде, но в ..."
"376097E4-C7E1-D7A8-403B-16A7BE87D191";"Как греть нос солью";;"sugxFtindwA";"Можно ли греть нос солью при гайморите? - Gaimoritus.ru";"https://gaimoritus.ru/lekarstva-i-proceduri/sol-pri-gajmorite-progrevanie-promivanie.html";"Но когда можно греть гайморит солью, чтобы не навредить себе и не усугубить ... Прогревание и промывание носа солевым раствором при гайморите.";"Прогревание носа - Вопросы и ответы - Доктор Комаровский";"http://www.komarovskiy.net/faq/progrevanie-nosa.html";"Совет 1: Как греть нос солью. Затянувшийся насморк доставляет немало хлопот. Но еще хуже, когда он осложняется или переходит в хроническую ...";"Как греть нос солью можно греться на соли когда кашель ...";"https://www.kakprosto.ru/kak-94006-kak-gret-nos-solyu";"Покрасневший нос, постоянное чихание и сморкание, нехватка воздуха, плохой сон… ... насморке прикладывать к носу горячее вареное яйцо или мешочек с нагретой солью. ... И все же греть лучше не нос, а ноги, - в горячей воде."
"9DEAE6C4-38BE-C6D5-6D21-08D8BDC88176";"Как повысить потенцию у мужчин, народные средства";;"wXUtxmoqRkM";"Народные средства для быстрого повышения потенции у мужчин";"http://doktorsos.com/narodnye-sredstva/narodnye-sredstva-dlya-povysheniya-potencii.html";"Действенные народные средства для повышения потенции с помощью трав и других средств.Что нужно сделать в первую очередь при расстройстве и ...";"Повышение потенции народными средствами за 3 дня";"http://mensgen.ru/potentia/povyshenie-potencii-narodnymi-sredstvami.html";"Народные средства для повышения потенции издавна были популярными. При отсутствии медикаментов, способных повысить интимную силу мужчин,  ...";"Народные средства для повышения потенции у мужчин";"http://menportal.info/story/narodnye-sredstva-dlya-povysheniya-potencii";"Как и раньше так и сейчас используются народные средства для повышения потенции у мужчин. Но какой рецепт наиболее эффективен и поможет в ..."
"A0A5636B-66EB-AF43-612C-B324807FF574";"Как избавиться без операции липомы";;"XTQJuw8pkcs";"Лечение липомы без операции – избавляемся от жировика";"http://psoriazinform.ru/neoplasms-of-the-skin/lipomas/lechenie-lipomy-bez-operacii-2.html";"22 сен 2016 ... Лечение липомы без хирургической операции: врачебные и народные ... Избавиться от жировиков можно в домашних условиях при ...";"9 рецептов, как избавиться от жировиков на теле народными ...";"https://www.obozrevatel.com/health/diseases/72810-9-retseptov-kak-izbavitsya-ot-zhirovikov-na-tele-narodnyimi-sredstvami.htm";"9 рецептов, как избавиться от жировиков на теле народными средствами. 02 декабря 2014, 12:54 92.1т. Жировик (липома) - уплотнение под кожей, ...";"Как удалить липому: операция и безоперационные методы";"https://plastiksurgery98.ru/operatsii/49-kak-izbavitsya-ot-lipomy-sposoby-i-metody-udaleniya-lipom.html";"От липомы можно избавиться с помощью одного из методов удаления липом : можно одним из способов: ... Как избавиться от липомы без операции?"
"A1FC06B5-8E81-787E-192D-1B44F3443EFE";"Инструкция по применению янтарной и лимонной кислоты";;"B99tL9tuq6E";"Инструкция по применению янтарной и лимонной кислоты как ...";"https://www.kakprosto.ru/kak-805528-instrukciya-po-primeneniyu-yantarnoy-i-limonnoy-kisloty";"Инструкция по применению янтарной и лимонной кислоты. Современное общество старается все больше отойти от искусственных химических ...";"Янтарная кислота + Лимонная кислота - справочник лекарств ...";"https://www.zdorovieinfo.ru/lekarstva/yantarnaya-kislota-limonnaya-kislota/";"Янтарная кислота + Лимонная кислота - справочник лекарств. Способ применения и дозы. Характеристики, фармакология, показания и ...";"Янтарная кислота для растений: применение в садоводстве ...";"https://agronomu.com/bok/2630-osobennosti-primeneniya-yantarnoy-kisloty-dlya-rasteniy.html";"Применение янтарной кислоты для комнатных растений, в садоводстве, для цветов. Удобрение и ... На вкус очень приближена к лимонной кислоте. В природе ... Но, конечно же, лучше всегда читать инструкцию и следовать ей."
"1AD5C606-D8E6-DEF0-6BE6-BF7BC7BA9CBB";"Как сделать препарат для повышения потенции в домашних условиях";;"tANKRszRD5M";"Как повысить потенцию в домашних условиях";"https://potencija.com.ua/blog/kak-povysit-potentsiyu-v-domashnih-usloviyah/";"Повысить потенцию в домашних условиях, можно с помощью спорта. ... его в качестве дополнения во время приема специальных препаратов. Например ...";"Как поднять потенцию за пару часов перед свиданием - марафон ...";"http://prostatanet.ru/kak-podnat-potenciyu-za-2-chasa.html";"Статья отвечает на вопрос, что нужно делать, чтобы поднять потенцию если есть только ... Как повысить потенцию в домашних условиях БЫСТРО!";"Как быстро повысить потенцию в домашних условиях? Ответ ...";"http://prostatanet.ru/kak-bistr-povisit-potenciyu-doma.html";"Как повысить потенцию в домашних условиях БЫСТРО! ... ее ослаблением стало сейчас употребление синтетических препаратов, которые быстро ... Лучше всего это делать растиранием ладоней друг о друга, потому что помимо ..."
"F9769C63-394D-6C45-4C49-D1356CFD4478";"Как избавиться от боли в коленном суставе";;"EXd-4SsqTpo";"Как избавиться от боли в коленном суставе - MoyaSpina.ru";"http://moyaspina.ru/diagnostika/kak-izbavitsya-boli-kolennom-sustave";"Почему болит коленный сустав. Чем лечить такую боль: доступные народные средства для компрессов и растираний. Дополнительные методы снятия ...";"Как избавиться от боли в коленном суставе :: JustLady.ru ...";"http://www.justlady.ru/articles-151420-kak-izbavitsya-ot-boli-v-kolennom-sustave";"Как избавиться от боли в коленном суставе. Коленный сустав образует большеберцовая, бедренная кость и надколенник. Все участки покрыты хрящом ...";"Боль в коленном суставе: причины, лечение, почему болят ...";"http://sustavlive.ru/boli/koleno/bolyat-koleni.html";"По каким причинам возникает боль в коленном суставе: заболевания и ... Для того чтобы избавиться от большинства симптомов, нужно выполнять курс ..."
"3C6B2F60-7B8F-C426-E1CF-E4944A61C946";"Как снять зуд и покраснение глаз";;"kHnePB2nN_Y";"Народные средства от зуда в глазах. Как устранить зуд в глазах ...";"http://heaclub.ru/narodnye-sredstva-ot-zuda-v-glazah-kak-ustranit-zud-v-glazah-samostoyatelno";"Кроме зуда, человек испытывает усталость, глаза режут, наблюдается покраснения, выделения, склеивания ресничек. Вылечить такую болезнь можно ...";"Зуд в глазах, уголках глаз, покраснение, дискомфорт: как лечить ...";"http://heaclub.ru/zud-v-glazah-cheshutsya-glaza-chto-delat-kakie-nuzhny-kapli-dlya-glaz";"Лучше всего справляются капли, если глаза чешутся из-за ...";"Зуд, покраснение, жжение и дискомфорт в глазах, уголках и ...";"http://babyben.ru/zdorovie/zud-pokrasnenie-zhzhenie-i-diskomfort-v-glazah-ugolkah-i-vokrug-glaz-prichiny-i-lechenie-glaznye-kapli-i-narodnye-sredstva-ot-pokrasneniya-i-zuda-glaz-dlya-vzroslyh-i-detej.html";"? Как избавиться от зуда в глазах? Как уже говорилось, причин возникновения раздражения глаз ..."
"67F8D22E-96EB-0D81-018D-3F65692F0854";"Как убрать жидкость в колене";;"_O6REytvoks";"Жидкость в колене - что делать | Как убрать жидкость из колена";"http://www.medmoon.ru/bolezni/kak_izbavitsja_ot_zhidkosti_v_kolene.html";"Скопление суставной жидкости в колене, это тревожный симптом, который может говорить о самых разных проблемах организма. Самое лучшее, что ...";"Скопление жидкости в коленном суставе | Народные рецепты ...";"https://narodreceptzdorov.ru/bol-v-sustavax/skoplenie-zhidkosti-v-kolennom-sustave";"Определить, есть ли жидкость в коленном суставе, поможет врач. И лечение он же ... Чтобы снять воспаление и убрать жидкость из коленного сустава:.";"Жидкость в коленном суставе: причины и лечение, симптомы ...";"http://sustavzdorov.ru/koleni/zhidkost-v-kolennom-sustave-290.html";"Почему образуется избыточная жидкость в коленном суставе, и что при этом происходит с ... Причины избыточной жидкости в коленном суставе, симптомы и лечение .... Подскажите конкретно, чем можно убрать боль в колене."
"0A9CBBA4-0522-E11A-59FE-2FDECB43F473";"Как правильно пить молоко с медом при простуде";;"Bu2V6PIQAw0";"Как применять молоко с медом при простуде правильно и ...";"https://zdorovyda.ru/moloko-s-medom-pri-prostude/";"1 ноя 2017 ... Молоко с медом при простуде, как приготовить, как принимать, ... Можно пить напиток и в лечебных, и в профилактических целях. Кроме ...";"Молоко с медом – лучшее средство от простуды - Природа знает";"http://priroda-znaet.ru/moloko-s-medom/";"Кашель, простуда – вот непорядок, Мед с молоком – вот что Вам надо! ... Важно: пить теплое молоко на ночь рекомендуется именно из-за того, что его ... Но, несмотря на распространенное мнение, молоко с медом при простуде ... плода правильно формироваться, не причиняя урона организму матери.";"Молоко с медом при простуде: рецепты приготовления лекарства";"http://nasmorkunet.ru/narodnie-sredstva/lechenie-prostudy-molokom-s-medom.html";"Молоко с медом при простуде давно используются в народной медицине при ... При простуде горячее молоко можно пить в чистом виде или сочетать ..."
"3AA5CCBE-80BE-75F5-FE75-1A089F6E4992";"Как убрать сосудистую сетку на ногах";;"vsjeZl7vF1E";"Сосудистая сетка на ногах: как избавиться - Woman.ru";"http://www.woman.ru/beauty/body/article/153797/";"16 сен 2015 ... ‌Сосудистые звездочки на ногах (или как их еще иногда называют, ... с такой проблемой и как убрать сосудистую сетку на ногах.";"Сосудистая сетка на ногах: как избавиться от нее и что ...";"https://ovenah.com/simptomy/sosudistaya-setka-na-nogah";"28 фев 2017 ... Что такое сосудистая сетка на ногах и как избавиться от нее эффективно. ... задается вопросом: как убрать сосудистую сетку на ногах?";"Лечение сосудистых звездочек народными средствами | WMJ.ru";"https://www.wmj.ru/stil-zhizni/zdorove/lechenie-sosudistyh-zvezdochek-narodnymi-sredstvami.htm";"1 мар 2018 ... Обычно они образуются на ногах и лице, однако также могут ... Как убрать сосудистые звездочкии предотвратить их появление в ..."
"DF08975C-F0F7-2721-608F-CBAD0B94E401";"Можно ли в домашних условиях избавиться от беременности";;"4WtmtCFFMhw";"Как прервать беременность дома народными средствами ...";"https://nebolet.com/abort/kak-prervat-beremennost-doma-narodnymi-sredstvami.html";"Как можно прервать беременность в домашних условиях без ... методов народной медицины и в домашних условиях избавиться от ребенка.";"Аборт в домашних условиях";"http://ma-ma.kiev.ua/page/view/4358/abort-v-domashnix-uslovijax.html";"Прервать беременность в домашних условиях можно с помощью ... Организм женщины в большинстве случаев стремиться избавиться от мертвого ...";"Как сделать аборт в домашних условиях";"https://lechusdoma.ru/kak-prervat-beremennost-doma/";"... дома можно с помощью народных рецептов ... избавиться от преждевременной ..."
"75B5A60C-7B65-2DED-F2C4-39178E9C3B77";"Как промывать нос";;"TcudBDXzQiY";"Как промыть нос в домашних условиях при насморке: методы";"https://legkopolezno.ru/zozh/profilaktika-i-lechenie/kak-promyt-nos-v-domashnih-usloviyah-pri-nasmorke/";"Каждый день можно промывать нос в профилактических целях. Особенно полезна такая процедура в сезон простудных заболеваний и во время ...";"Как промывать нос. Раствор для промывания носа. Промывание ...";"http://www.likar.info/lor/article-68160-kak-sdelat-promyvanie-nosa/";"6 окт 2017 ... Как правильно сделать промывание носа. Когда и как часто следует промывать нос. Как приготовить солевой раствор для промывания ...";"Промывание носа в домашних условиях. Как и чем промывать ...";"https://nasmorkam.net/kak-promyvat-nos-v-domashnih-uslovijah/";"О том как правильно промывать нос в домашних условиях, должен знать каждый. Как нужно это делать правильно и безопасно, чтобы не навредить ..."
"862F70BD-980E-41C6-82A8-A730971741D3";"Как вылечить хриплый голос";;"4kuYq86iuos";"Как лечить охрипший голос | Passion.ru";"https://www.passion.ru/health/lechenie-i-profilaktika/kak-lechit-ohripshiy-golos-94189.htm";"2 сен 2014 ... Ваш голос из нежного и мелодичного превратился в хриплый? О том, как справиться с этой неприятностью, рассказывает Passion.ru.";"Хриплый голос: причины, но горло не болит, что делать - ПроЛОР";"http://prolor.ru/g/simptomy-g/xriplyj-golos-prichiny-no-gorlo-ne-bolit.html";"Хриплый голос: причины, но горло не болит. Как лечить, если у ребенка, у взрослого хриплый голос. Что делать, если при этом горло не болит.";"Осипший голос: лечение ларингита. Видео - Woman's Day";"http://www.wday.ru/krasota-zdorovie/sok/vosstanovlenie-osipshego-golosa-pri-prostude/";"9 апр 2014 ... Вылечить горло и восстановить голос можно как с помощью традиционной медицины, так и проверенными народными средствами."
"501788AE-48EB-9B99-E5E7-71221A0DC95F";"Почему шерстяная нитка помогает от боли в запястье";;;"Шерстяная нитка на запястье: миф или целебные свойства ...";"https://infokava.com/33344-sherstyanaya-nitka-na-zapyaste-mif-ili-celebnye-svoystva.html";"Поэтому шерстяные нитки на запястье действительно могут помогать, но если вы хотите большего эффекта – наденьте шерстяной свитер, носок или  ...";"ШЕРСТЯНАЯ НИТЬ НА РУКЕ ОТ БОЛИ В СУСТАВАХ И НЕ ...";"https://poleznosti.mirtesen.ru/blog/43617711456/SHERSTYANAYA-NIT-NA-RUKE-OT-BOLI-V-SUSTAVAH-I-NE-TOLKO....";"22 фев 2015 ... Шерстяная нитка помогает от боли не только в суставах рук и ног. ... На левой руке красная нить на запястье блокирует влияние ...";"шерстяная нить на руке от боли в суставах и не только. - Ok";"https://ok.ru/poleznoznatj/topic/63172968753975";"Повязанная вокруг запястья, улучшает кровообращение, ускоряет заживление ран и ... Шерстяная нитка помогает от боли не только в суставах рук и ног."
"5A53F5C3-FFDC-0C0F-86BA-AA20534FAB3F";"Как быстро отрезвить человека";;"T4hBJxHgRo8";"Как отрезвить пьяного человека, и что делать при алкогольном ...";"http://mjusli.ru/krasota_i_zdorove/jeto_polezno/pyanstvu-boj-otrezvlyaem-priyatelya-ne-rasschitavshego-s-kolichestvami-spirtnogo";"Быстрые и действенные способы отрезвить пьяного человека естественно, без медикаментозных препаратов и капельниц. Как быстро привести ...";"Как быстро протрезветь: что можно сделать, чтобы быстро ...";"http://prozavisimost.ru/alkogolizm/poxmele/kak-bystro-protrezvet.html";"Существуют различные методы, как быстро протрезветь в домашних условиях. ... как быстро отрезветь на короткий срок и методы отрезвления на более долгое ... фаза резорбции, тем интенсивнее и быстрее пьянеет человек.";"Как быстро отрезвить пьяного человека в ... - ProZavisimost.ru";"http://prozavisimost.ru/alkogolizm/poxmele/otrezvit-pyanogo-cheloveka.html";"Быстро отрезвить пьяного человека можно при лёгкой степени опьянения и только с его согласия. Чтобы привести в чувство выпившего следует ..."
"0114625E-8712-8C5D-101A-0F6E1DA1CF02";"Как использовать перекись водорода для отбеливания зубов";;"3XeiQLu-eBg";"Отбеливание зубов с помощью перекиси водорода (домашний ...";"http://dentox.ru/narodnoe-otbelivanie-zubov/perekis-vodoroda.htm";"Отбеливание с помощью перекиси водорода - это не что иное, как ... В таких случаях используется слабый раствор, а не препарат в чистом виде.";"Как чистить зубы перекисью водорода - Woman's Day";"http://www.wday.ru/krasota-zdorovie/sok/kak-otbelit-zubyi-perekisyu/";"Часто для отбеливания зубной эмали люди начинают чистить зубы перекисью водорода. Насколько это безопасный метод? Как долго можно чистить ...";"Как отбелить зубы перекисью";"http://stomatologiya.info/prevention-care/bleach/otbelivanie-perekisyu/";"Способ отбеливание зубов перекисью водорода появился и обрел популярность еще в 19 веке, но в современном мире он используется не только в ..."
"8C132CB2-5A94-60CA-DC93-074285909092";"Как быстро избавиться от опухоли";;"9GqPt3bw7c8";"Как быстро избавиться от отека лица - Хроника.инфо";"http://hronika.info/medicina/142583-kak-bystro-izbavitsya-ot-oteka-lica.html";"14 май 2016 ... Эти советы помогут вам быстро избавиться от отечности лица. Отечность лица знакома практически каждому из нас – ну с кем ни ...";"Как избавиться от отеков на лице раз и навсегда - Решить эту ...";"https://www.segodnya.ua/lifestyle/food_wellness/kak-izbavitsya-ot-otekov-na-lice-raz-i-navsegda-1050986.html";"29 авг 2017 ... Что нужно сделать, чтобы избавиться от недуга быстро и без всякого вреда здоровью, пишет otekam.net. Если вы только начали свой ...";"Как быстро избавиться от отеков под глазами по утрам. Мешки ...";"https://www.7ya.ru/article/Kak-bystro-izbavitsya-ot-otekov-pod-glazami-po-utram/";"Содержание: Отеки под глазами по утрам: в чем причина? Как избавиться от отеков под глазами? Последний совет. Отекшие веки, припухлости возле ..."
"750381A9-E72A-D6DE-EB60-8304678C4282";"Как измерить давление с помощью кольца";;"-ocqXmon9a4";"Измерить давление с помощью нитки, линейки и золотого кольца";"http://www.howtowiki.ru/wiki/%25D0%2598%25D0%25B7%25D0%25BC%25D0%25B5%25D1%2580%25D0%25B8%25D1%2582%25D1%258C_%25D0%25B4%25D0%25B0%25D0%25B2%25D0%25BB%25D0%25B5%25D0%25BD%25D0%25B8%25D0%25B5_%25D1%2581_%25D0%25BF%25D0%25BE%25D0%25BC%25D0%25BE%25D1%2589%25D1%258C%25D1%258E_%25D0%25BD%25D0%25B8%25D1%2582%25D0%25BA%25D0%25B8,_%25D0%25BB%25D0%25B8%25D0%25BD%25D0%25B5%25D0%25B9%25D0%25BA%25D0%25B8_%25D0%25B8_%25D0%25B7%25D0%25BE%25D0%25BB%25D0%25BE%25D1%2582%25D0%25BE%25D0%25B3%25D0%25BE_%25D0%25BA%25D0%25BE%25D0%25BB%25D1%258C%25D1%2586%25D0%25B0";"Как измерить давление с помощью нитки, линейки и золотого кольца? Можно ли измерить давление без тонометра? Как правильно мерить давление?";"Как измерить давление с помощью кольца как померить ...";"https://www.kakprosto.ru/kak-101392-kak-izmerit-davlenie-s-pomoshchyu-kolca";"Как измерить давление с помощью кольца. Современные производители медицинского оборудования делают все, чтобы облегчить страдания больных ...";"Как определить давление без тонометра | Как измерить ...";"https://medtehnika.ua/kak-opredelit-davlenie-bez-tonometra";"Как можно измерить артериальное давление без тонометра - Medtehnika.ua . ... определённые соотношения между весом кольца и длинной линейки."
"65CEE661-3B30-96DD-DA5C-C9ED64C9F81C";"Полезен ли коньяк при болезнях сосудов";;"JsW0ZPsSSGk";"Сердечно-сосудистые заболевания и крепкие напитки - Razlib.ru";"http://www.razlib.ru/zdorove/zdorove_sosudov_150_zolotyh_receptov/p15.php";"... коньяка расширяет сосуды и успокаивает нервы, а вино вообще полезно для ... При этом алкоголь нарушает кровообращение в кожных капиллярах – эти .... влияют на сосуды, а также снижают риск развития болезней сердца.";"Можно ли пить коньяк при гипертонии, он понижает или ...";"https://cardiograf.com/napor/produkty/konjak-povyshaet-ili-ponizhaet-davlenie.html";"В каких дозах его можно принимать при гипертонии? ... Многие думают, что этот напиток полезен, но пить его без меры нельзя. ... коньяка, происходит расширение артерий и сосудов, и, как следствие, снижение артериального давления. ... Ослабленное болезнями тело сильнее воспринимает негативное ...";"Лечебные свойства коньяка | pensioneram.info";"http://pensioneram.info/lechebnyie-svoystva-konyaka/";"3 янв 2013 ... Особенно полезен коньяк в холодное время года, так как помогает ... витамина C. При употребление коньяка расширяются сосуды, что ..."
"E6BCEC5B-4098-5095-AFD7-CFD225AF667B";"Как восстановить слух после отита";;"yKLdqR-trRQ";"Глухота после отита, причины и лечение";"https://nasmorklechit.ru/otity/glukhota-posle-otita.html";"Потеря слуха при отите глухота тугоухость после отита причины и методы ... и восстановить утерянный слух, многие пациенты вынуждены проходить ...";"Как восстановить слух после отита - Насморк ринит, симптомы ...";"https://nasmorklechit.ru/otity/kak-vosstanovit-sluh-posle-otita.html";"Отит и потеря слуха, восстановление слуха после отита как восстановить слух, когда восстановится, лекарства, процедуры, народные методы, ...";"Как восстановить слух после отита: советы врачей - BezOtita.ru";"http://bezotita.ru/vospalenie-uha/kak-vosstanovit-sluh-posle-otita.html";"Чтобы устранить в полной мере последствия воспаления ушей важно знать, как восстановить слух после отита. Снижение остроты восприятия ..."
"C276BF8A-64B7-5BA5-5D3A-029044ED1159";"Как с помощью народных средств избавиться от вздутия и газообразования";;"cGCYrkUj2dk";"Метеоризм. Народные средства от вздутия живота.";"http://narod-lekar.ru/narodnye-sredstva-ot-vzdutiya-zhivota/";"29 окт 2014 ... Метеоризм (повышенное газообразование) или вздутие живота ... Народные средства от вздутия живота могут помочь надолго избавиться от этой .... от метеоризма с помощью народных методов ваша проблема ...";"Как избавиться от вздутия живота в домашних условиях?";"https://www.ayzdorov.ru/lechenie_vzdytie_zjivota_izbavitsya.php";"Какие продукты и напитки позволяют избавиться от вздутия живота при регулярном ... Хорошим народным средством будет смесь из имбиря и сока лимона. ... Через 15-20 минут после принятия пищи для предупреждения ... до определенного периода было только очень сильное газообразование, о таком ...";"Народные средства от вздутия живота - рецепты для лечения ...";"https://polzavred.ru/narodnye-sredstva-ot-vzdutiya-zhivota.html";"11 окт 2015 ... Что делать при вздутии живота и повышенном газообразовании - народные средства для лечения метеоризма без лекарств в ... метеоризм придется лечить не менее пяти дней, чтобы избавиться от него очень надолго. Для этого ежедневно «добывайте» с помощью соковыжималки или ..."
"E950C299-4638-B68A-1AC3-884BAEBF93F0";"Как снять аллергический зуд";;"0hjQRpTOKVg";"Как снять зуд при аллергии - Лечение аллергии";"http://allergiik.ru/zud.html";"Как снять зуд при аллергии, причины заболевания, как проявляется, способы лечения, другие рекомендации, фото, видео.";"Как снять зуд при аллергии в домашних условиях: действенные ...";"http://allergiinet.com/allergiya/simptomy/zud.html";"Важно знать, как отличить кожные реакции при аллергии от схожих признаков дерматологических заболеваний. Как снять зуд при аллергии в домашних ...";"6 быстрых способов снять зуд - Ла-Кри";"https://la-kry.ru/spravochnik/zud/6-sposobov-snyat-zud/";"6 подручных способов снять зуд ... снять зуд - принять душ - фото ... Эмульсия не вызывает аллергии, что доказано многочисленными медицинскими ..."
"B8F41A72-B0FB-099F-BECD-777107D7183A";"Как пить заваренный овес";;"RSOgsJHZKiY";"Отвар овса - лечебные свойства и противопоказания";"https://100trav.su/narodnye-sredstva-lecheniya-boleznej/otvar-ovsa-kak-prigotovit-lechenie-i-poleznye-svojstva.html";"Для них овес был одновременно и пищей и лекарством. .... Отвар можно принимать в течении всего дня вместо чая, особенно на ночь, при воспалении ...";"Как заваривать овес правильно, используя термос: готовим ...";"http://dietstol.ru/kak-zavarivat-oves-pravilno-ispolzuya-termos-gotovim-lekarstvo-iz-ovsa/";"7 июн 2013 ... Но, если исходить из расчета, что пить такой отвар следует в ... именно таким и должен быть правильно заваренный отвар овса.";"Как заварить овес для лечения печени в домашних условиях";"https://propechenku.ru/eda/oves-dlya-lecheniya-pecheni.html";"Пророщенный овес; Противопоказания для очищения овсом. Картинка- анонс .... Пить его нужно до еды за четверть часа трижды в сутки. Однократный ..."
"1C86D3F9-4927-1F04-5F74-68F9D4B4DBD1";"Как избавиться от шрама на лице";;"#NAME?";"7 способов избавиться от шрамов и следов на коже. Их плюсы и ...";"http://www.aif.ru/health/secrets/16799";"11 мар 2010 ... 7 способов избавиться от шрамов и следов на коже. ... От остальных шрамов отличаются способностью к постоянному росту, .... Сохранить лицо и поддержать молодость кожи поможет только ежедневный уход 0 ...";"Как избавиться от шрамов в домашних условиях: простые советы";"http://secretface.ru/problemnaya-kozha/shram-na-lice.html";"Как раз и навсегда избавиться от шрамов в домашних условиях? ... Шрам на лице выглядит грубо и бросается в глаза, но и шрамы на теле — не ...";"Как убрать шрамы в домашних условиях - 5 полезных советов";"http://izbavsa.ru/kak-ubrat-shramy-v-domashnih-usloviyah";"Таким образом, вы сможете избавиться от шрамов изнутри. ... И, если кто- нибудь спросит у вас: можно ли убрать шрам на лице, чтобы не осталось ..."
"61D3FB00-FE86-BC27-CB1A-FA2AF66C1CFD";"Как использовать овес";;"tW3eaNlKu5A";"Овес. Полезные свойства. Применение. Лечение отваром овса ...";"https://irinazaytseva.ru/oves-poleznye-svojstva-lechenie.html";"10 авг 2014 ... Используется овес и как средство для повышения иммунитета; Полезен овес и для щитовидной железы. Зерна овса содержат ...";"Отвар овса - лечебные свойства и противопоказания";"https://100trav.su/narodnye-sredstva-lecheniya-boleznej/otvar-ovsa-kak-prigotovit-lechenie-i-poleznye-svojstva.html";"Для них овес был одновременно и пищей и лекарством. ... Секрет высокой ценности отвара овса заключается в использовании цельных неочищенных  ...";"Отвар из овса: польза и вред, правила приготовления средства";"https://legkopolezno.ru/zozh/pitanie/otvar-iz-ovsa/";"Овёс давно стал самым популярным злаком в мире. Геркулесовая каша на ... Поэтому для злака нужно использовать другие способы ферментации."
"B3C81758-CD1B-892E-2B3F-AC92A78B655E";"Как принимать берёзовый дёготь";;"4OSMensL7Yk";"Березовый деготь внутрь. Мега средство? Отзывы | деготь с молоком ...";"http://www.woman.ru/beauty/medley2/thread/4392573/";"13 фев 2014 ... напишите ваши отзывы о приеме ВНУТРЬ березового дегтяс целью ... пробовала пить деготь. с одной капли до 15 и обратно... ага... на ...";"Очищение организма березовым дегтем. Отзывы";"https://startinet12.ru/ochishhenie-organizma-berezovym-degtem/";"Находит применение березовый деготь в официальной и народной медицине. Кто хоть раз в .... Как пить березовый деготь правильно. Info. Shopping.";"Березовый деготь - что лечит? Березовый деготь детям, от ...";"https://www.ayzdorov.ru/tvtravnik_berezovii_degot.php";"Березовый деготь детям, внутрь, от паразитов, прыщей, для волос ... Как принимать березовый деготь внутрь? Березовый деготь при приеме внутрь ..."
"64950D08-3427-D23A-43B0-CC8F2AC5688E";"Как удалить родинку в домашних условиях";;"9WKBFC40E8E";"Как удалить родинку в домашних условиях - лучшие методы ...";"https://med-explorer.ru/dermatologiya/lechenie-kozhi/kak-udalit-rodinku-v-domashnix-usloviyax.html";"7 май 2017 ... Узнайте как удалить родинку в домашних условиях. Что такое невус и каковы причины его появления. Как удалить родинку с помощью ...";"Как можно удалить родинки в домашних условиях? - Mjusli.ru";"http://mjusli.ru/krasota_i_zdorove/lechimsya-sami/kak-udalit-rodinku-doma";"Как удалить родинку в домашних условиях: народные средства. Родинка ( родимое пятно, невус) — это приобретенное или врожденное ...";"Как убрать родинку в домашних условиях различными ...";"https://dermatolog.guru/zabolevaniya/rodinki/kak-udalit-rodinku-v-domashnih-usloviyah-i-ubrat-ee-bez-sleda.html";"Способы удаления родинок различными способами, начиная от домашних средств и заканчивая хирургическими операциями разной степени ..."
